19.5312	19.5312	
512	512	
251	251	
334	334	
334	334	
7	7	
298	351	
334	334	
334	334	
13	13	
0	0	
0	0	
0.740805	0	
17.4261	0	
72.8516	0	
147.92	0	
202.167	0	
225.606	0	
234.459	0	
218.225	0	
202.159	0	
189.005	0	
163.227	0	
149.961	0	
125.856	0	
108.611	0.269536	
91.4094	0	
81.3862	0.119046	
61.3922	0	
57.3855	0.244284	
49.3113	0.161351	
37.0947	0.204281	
32.4506	0.0594846	
28.2236	0.219415	
23.7406	0.167717	
18.6276	0.0810065	
15.2815	0.250078	
14.2629	0.148806	
10.7018	0.102485	
9.17581	0.116249	
8.66058	0.216095	
7.09218	0.0405192	
5.91536	0.125936	
4.61681	0.212539	
4.03174	0.106207	
3.41651	0.0626931	
2.86749	0.0546656	
2.60701	0.118216	
1.86878	0.0970321	
1.56623	0.0575373	
1.39051	0.10409	
1.20473	0.0691206	
1.04966	0.042723	
0.822895	0.0556911	
0.713705	0.0505421	
0.585093	0.0373113	
0.532434	0.0286692	
0.411196	0.0424604	
0.333937	0.0306069	
0.309392	0.0333054	
0.259987	0.0267079	
0.195336	0.0135696	
0.202996	0.0126554	
0.182369	0.0130096	
0.140538	0.0204345	
0.106889	0.0152543	
0.100913	0.00793599	
0.0810842	0.0112885	
0.0667499	0.0107615	
0.0642738	0.00798417	
0.0517673	0.00520453	
0.0499779	0.00788869	
0.031528	0.00521955	
0.0352902	0.00545712	
0.0252393	0.00354061	
0.0216702	0.00275337	
0.0207841	0.00300265	
0.017989	0.00227085	
0.0155195	0.0017078	
0.0122455	0.00131978	
0.00908794	0.00153207	
0.0090722	0.00205459	
0.00597501	0.00156376	
0.00583317	0.00135837	
0.00501474	0.000742195	
0.00407657	0.000726512	
0.0039634	0.000807516	
0.00331559	0.000939208	
0.00299957	0.000545545	
0.00245612	0.0006824	
0.00235252	0.000581361	
0.00220641	0.000401938	
0.00160309	0.000147234	
0.00142451	0.000281684	
0.00128262	0.000227105	
0.00108725	0.000235416	
0.00079857	0.000158084	
0.00057156	0.000203893	
0.000579596	0.000140237	
0.000557825	7.91177e-05	
0.000372073	9.65252e-05	
0.000425232	0.000119283	
0.000356897	0.000107623	
0.000256399	9.01288e-05	
0.000278254	4.39084e-05	
0.000183945	7.26279e-05	
0.000226696	5.3827e-05	
0.000120257	4.00676e-05	
0.000153556	4.09763e-05	
0.000116387	5.05569e-05	
8.94103e-05	3.37968e-05	
6.62637e-05	2.14348e-05	
7.67433e-05	1.51966e-05	
7.6764e-05	1.06494e-05	
6.21719e-05	1.99229e-05	
4.56637e-05	1.44531e-05	
4.42462e-05	8.44339e-06	
3.02878e-05	1.22085e-05	
3.27363e-05	7.67979e-06	
2.39631e-05	4.78705e-06	
1.88011e-05	4.59225e-06	
1.97766e-05	2.68736e-06	
1.64664e-05	4.06748e-06	
1.36308e-05	2.28381e-06	
1.2188e-05	2.8211e-06	
1.17737e-05	3.32978e-06	
8.07793e-06	3.69546e-06	
1.07723e-05	2.32642e-06	
7.85973e-06	3.33823e-06	
4.52507e-06	2.7866e-06	
5.474e-06	6.43125e-07	
4.42601e-06	2.37864e-06	
2.96558e-06	1.03438e-06	
2.92792e-06	1.34832e-06	
1.83966e-06	7.33131e-07	
2.17419e-06	4.95781e-07	
1.66878e-06	6.73493e-07	
2.06812e-06	4.17802e-07	
1.56473e-06	5.68974e-07	
9.42719e-07	4.99724e-07	
1.15812e-06	5.65308e-07	
6.31661e-07	1.9131e-07	
1.2958e-06	3.04178e-07	
6.27913e-07	1.96806e-07	
4.90082e-07	2.55908e-07	
5.45635e-07	1.86212e-07	
3.15092e-07	2.01111e-07	
4.62677e-07	1.92111e-07	
3.80445e-07	2.10949e-07	
3.1576e-07	1.79489e-07	
1.66176e-07	1.19648e-07	
1.81938e-07	1.18817e-07	
2.41887e-07	7.06942e-08	
2.00567e-07	1.03022e-07	
1.60229e-07	7.47909e-08	
1.49862e-07	5.70201e-08	
1.29412e-07	3.06265e-08	
1.27648e-07	2.78615e-08	
5.34277e-08	5.91416e-08	
7.56688e-08	2.2418e-08	
7.0877e-08	3.47764e-08	
5.09553e-08	1.3579e-08	
4.07621e-08	2.921e-08	
4.11379e-08	1.80029e-08	
3.48231e-08	2.45206e-08	
4.72994e-08	1.08811e-08	
2.18859e-08	2.41722e-08	
2.47731e-08	1.13184e-08	
1.58155e-08	1.40767e-08	
1.90448e-08	6.21304e-09	
1.28663e-08	1.0399e-08	
9.50638e-09	8.09328e-09	
6.40263e-09	2.88533e-09	
5.36514e-09	2.78487e-09	
8.21594e-09	2.64899e-09	
9.32627e-09	2.32149e-09	
5.21273e-09	1.10071e-09	
4.67959e-09	1.32557e-09	
3.76122e-09	2.37841e-09	
3.56898e-09	2.52506e-09	
2.33311e-09	5.83411e-10	
2.58494e-09	1.84263e-09	
2.35883e-09	1.33816e-09	
2.80781e-09	5.22278e-10	
1.79069e-09	8.08258e-10	
5.21087e-10	4.63405e-10	
1.60248e-09	8.61845e-10	
1.18371e-09	3.90347e-10	
1.00415e-09	3.80041e-10	
8.65477e-10	2.27793e-10	
7.79194e-10	3.29144e-10	
5.41691e-10	2.68454e-10	
5.2092e-10	2.14292e-10	
3.30795e-10	1.44576e-10	
3.82338e-10	1.99772e-10	
4.07276e-10	2.25765e-10	
2.49906e-10	2.85588e-10	
3.48244e-10	2.91253e-10	
3.15802e-10	2.01674e-10	
2.53024e-10	5.00929e-11	
1.62712e-10	6.18585e-11	
1.69488e-10	6.85232e-11	
8.84284e-11	7.90758e-11	
1.50423e-10	5.02035e-11	
1.07238e-10	3.46299e-11	
6.66127e-11	3.10171e-11	
1.14012e-10	5.93271e-11	
7.96988e-11	3.55789e-11	
7.89969e-11	2.77284e-11	
3.60674e-11	1.93032e-11	
3.02324e-11	1.74136e-11	
3.38612e-11	2.42784e-11	
3.25352e-11	1.91585e-11	
4.99749e-11	2.06888e-11	
3.60618e-11	2.6326e-11	
2.86406e-11	1.54123e-12	
1.75591e-11	7.68314e-12	
6.97267e-12	1.71944e-11	
6.16213e-12	5.51651e-12	
1.53816e-11	6.99007e-12	
4.53814e-12	8.67473e-12	
1.32352e-11	8.09684e-12	
1.04992e-11	1.2652e-12	
4.13626e-12	7.44348e-12	
6.33365e-12	3.6601e-12	
3.78255e-12	2.67232e-12	
5.06384e-12	3.58346e-12	
2.18479e-12	1.45549e-12	
4.30144e-12	1.50026e-12	
5.05381e-12	1.40423e-12	
3.49096e-12	7.1046e-13	
2.06878e-12	5.90006e-13	
1.98403e-12	1.66306e-12	
1.41343e-12	3.44868e-13	
1.41931e-12	3.62152e-13	
1.16669e-12	3.53841e-13	
1.33676e-12	4.17762e-13	
4.26573e-13	4.83505e-13	
4.76692e-13	3.32801e-13	
4.62053e-13	5.90066e-14	
0	5.3845e-13	
1.00004e-12	2.56527e-13	
7.21714e-13	1.56994e-13	
3.92693e-13	4.77012e-13	
2.45008e-13	3.44169e-13	
4.28499e-13	2.86631e-13	
3.41461e-13	2.9533e-13	
1.82677e-13	8.04979e-14	
3.93993e-13	6.44672e-14	
1.85358e-13	2.58575e-14	
2.18882e-13	1.99862e-13	
1.80198e-13	6.8292e-14	
9.21013e-14	6.64497e-14	
8.9e-14	5.65326e-14	
1.15706e-13	1.00309e-14	
1.30772e-13	9.25473e-14	
1.09742e-13	2.88612e-14	
4.08808e-14	3.86227e-14	
2.05518e-14	4.97356e-14	
4.36992e-14	2.7637e-14	
1.93957e-14	3.89129e-15	
3.17555e-14	8.91237e-15	
2.47981e-14	1.37102e-14	
4.94384e-14	2.7959e-14	
2.07527e-14	9.23848e-15	
1.03667e-14	5.31761e-15	
0	0	
0	0	
0.000297117	0	
0.00955102	0	
0.0547997	0	
0.141611	0	
0.23486	0	
0.314254	0	
0.383348	0	
0.41299	0	
0.437745	0	
0.461317	0	
0.447877	0	
0.457116	0	
0.427128	0	
0.40405	0.00104349	
0.375901	0	
0.36566	0.000469181	
0.300436	0	
0.302526	0.00131704	
0.282508	0.000816259	
0.23036	0.0011617	
0.215871	0.000380051	
0.202617	0.00141865	
0.182837	0.00134813	
0.152168	0.000614249	
0.135179	0.00237722	
0.135498	0.00140467	
0.108156	0.00103492	
0.0983581	0.00122717	
